Hour,Value1,Value2
2632,0.38,0.38
2633,0.16,0.16
2634,0.33,0.33
2635,0.6,0.6
2636,0.81,0.81
2637,0.19,0.19
2638,0.21,0.21
2639,0.31,0.31
2640,0.35,0.35
2641,0.02,0.02
2642,0.81,0.81
2643,0.37,0.37
2644,0.1,0.1
2645,0.39,0.39
2646,0.69,0.69
2647,0.38,0.38
2648,0.11,0.11
2649,0.65,0.65
2650,0.06,0.06
2651,0.53,0.53
2652,0.36,0.36
2653,0.5,0.5
2654,0.23,0.23
2655,0.03,0.03
2656,0.07,0.07
2657,0.14,0.14
2658,0.63,0.63
2659,0.01,0.01
2660,0.12,0.12
2661,0.35,0.35
2662,0.54,0.54
2663,0.92,0.92
2664,0.44,0.44
2665,0.61,0.61
2666,0.54,0.54
2667,0.9,0.9
2668,0.5,0.5
2669,0.75,0.75
2670,0.73,0.73
2671,0.34,0.34
2672,0.76,0.76
2673,0.62,0.62
2674,0.15,0.15
2675,0.18,0.18
2676,0.6,0.6
2677,0.53,0.53
2678,0.43,0.43
2679,0.99,0.99
2680,0.04,0.04
2681,0.05,0.05
2682,0.31,0.31
2683,0.62,0.62
2684,0.76,0.76
2685,0.34,0.34
2686,0.91,0.91
2687,0.99,0.99
2688,0.52,0.52
2689,0.49,0.49
2690,0.19,0.19
2691,0.27,0.27
2692,0.36,0.36
2693,0.36,0.36
2694,0.15,0.15
2695,0.22,0.22
2696,0.19,0.19
2697,0.6,0.6
2698,0.77,0.77
2699,0.72,0.72
2700,0.65,0.65
2701,0.57,0.57
2702,0.26,0.26
2703,0.64,0.64
2704,0.61,0.61
2705,0.3,0.3
2706,0.1,0.1
2707,0.41,0.41
2708,0.05,0.05
2709,0.35,0.35
2710,0.3,0.3
2711,0.58,0.58
2712,0.42,0.42
2713,0.31,0.31
2714,0.74,0.74
2715,0.26,0.26
2716,0.13,0.13
2717,0.65,0.65
2718,0.45,0.45
2719,0.16,0.16
2720,0.78,0.78
2721,0.41,0.41
2722,0.11,0.11
2723,0.01,0.01
2724,0.82,0.82
2725,0.22,0.22
2726,0.55,0.55
2727,0.86,0.86
2728,0.12,0.12
2729,0.57,0.57
2730,0.36,0.36
2731,0.18,0.18
2732,0.49,0.49
2733,0.14,0.14
2734,0.75,0.75
2735,0.42,0.42
2736,0.89,0.89
2737,0.7,0.7
2738,0.05,0.05
2739,0.61,0.61
2740,0.25,0.25
2741,0.36,0.36
2742,0.82,0.82
2743,0.94,0.94
2744,0.07,0.07
2745,0.91,0.91
2746,0.32,0.32
2747,0.81,0.81
2748,0.78,0.78
2749,0.49,0.49
2750,0.42,0.42
2751,0.93,0.93
2752,0.89,0.89
2753,0.31,0.31
2754,0.92,0.92
2755,0.82,0.82
2756,0.89,0.89
2757,0.09,0.09
2758,0.21,0.21
2759,0.19,0.19
2760,0.29,0.29
2761,0.43,0.43
2762,0.74,0.74
2763,0.23,0.23
2764,0.91,0.91
2765,0.3,0.3
2766,0.24,0.24
2767,0.45,0.45
2768,0.79,0.79
2769,0.03,0.03
2770,0.7,0.7
2771,0.85,0.85
2772,0.92,0.92
2773,0.96,0.96
2774,0.43,0.43
2775,0.03,0.03
2776,0.82,0.82
2777,0.79,0.79
2778,0.77,0.77
2779,0.91,0.91
2780,0.64,0.64
2781,0.53,0.53
2782,0.34,0.34
2783,0.36,0.36
2784,0.54,0.54
2785,0.44,0.44
2786,0.61,0.61
2787,0.02,0.02
2788,0.58,0.58
2789,0.31,0.31
2790,0.84,0.84
2791,0.83,0.83
2792,0.72,0.72
2793,0.57,0.57
2794,0.36,0.36
2795,0.49,0.49
2796,0.26,0.26
2797,0.45,0.45
2798,0.88,0.88
2799,0.05,0.05
2800,0.46,0.46
2801,0.7,0.7
2802,0.66,0.66
2803,0.4,0.4
2804,0.43,0.43
2805,0.55,0.55
2806,0.69,0.69
2807,0.27,0.27
2808,0.41,0.41
2809,0.09,0.09
2810,0.82,0.82
2811,0.58,0.58
2812,0.22,0.22
2813,0.88,0.88
2814,0.74,0.74
2815,0.37,0.37
2816,0.82,0.82
2817,0.58,0.58
2818,0.3,0.3
2819,0.79,0.79
2820,0.88,0.88
2821,0.15,0.15
2822,0.77,0.77
2823,0.38,0.38
2824,0.55,0.55
2825,0.63,0.63
2826,0.85,0.85
2827,0.69,0.69
2828,0.13,0.13
2829,0.71,0.71
2830,0.09,0.09
2831,0.01,0.01
2832,0.31,0.31
2833,0.76,0.76
2834,0.34,0.34
2835,0.02,0.02
2836,0.62,0.62
2837,0.44,0.44
2838,0.86,0.86
2839,0.7,0.7
2840,0.42,0.42
2841,0.85,0.85
2842,0.73,0.73
2843,0.12,0.12
2844,0.52,0.52
2845,0.04,0.04
2846,0.69,0.69
2847,0.63,0.63
2848,0.94,0.94
2849,1.0,1.0
2850,0.96,0.96
2851,0.89,0.89
2852,0.09,0.09
2853,0.27,0.27
2854,0.95,0.95
2855,0.07,0.07
2856,0.69,0.69
2857,0.36,0.36
2858,0.67,0.67
2859,0.75,0.75
2860,0.76,0.76
2861,0.69,0.69
2862,0.01,0.01
2863,0.61,0.61
2864,0.33,0.33
2865,0.01,0.01
2866,0.56,0.56
2867,0.43,0.43
2868,0.19,0.19
2869,0.25,0.25
2870,0.64,0.64
2871,0.93,0.93
2872,0.69,0.69
2873,0.85,0.85
2874,0.71,0.71
2875,0.74,0.74
2876,0.94,0.94
2877,0.71,0.71
2878,0.7,0.7
2879,0.29,0.29
2880,0.76,0.76
2881,0.59,0.59
2882,0.87,0.87
2883,0.57,0.57
2884,0.16,0.16
2885,0.71,0.71
2886,0.19,0.19
2887,0.82,0.82
2888,0.75,0.75
2889,0.31,0.31
2890,0.82,0.82
2891,0.04,0.04
2892,0.15,0.15
2893,0.78,0.78
2894,0.61,0.61
2895,0.86,0.86
2896,0.6,0.6
2897,0.41,0.41
2898,0.71,0.71
2899,0.84,0.84
2900,0.4,0.4
2901,0.54,0.54
2902,0.35,0.35
2903,0.22,0.22
2904,0.6,0.6
2905,0.01,0.01
2906,0.96,0.96
2907,0.8,0.8
2908,0.99,0.99
2909,0.87,0.87
2910,0.71,0.71
2911,0.26,0.26
2912,0.08,0.08
2913,0.13,0.13
2914,0.14,0.14
2915,0.51,0.51
2916,0.02,0.02
2917,0.17,0.17
2918,0.12,0.12
2919,0.02,0.02
2920,0.42,0.42
2921,0.03,0.03
2922,0.59,0.59
2923,0.2,0.2
2924,0.11,0.11
2925,0.0,0.0
2926,0.97,0.97
2927,0.25,0.25
2928,0.26,0.26
2929,0.57,0.57
2930,0.58,0.58
2931,0.26,0.26
2932,0.43,0.43
2933,0.61,0.61
2934,0.8,0.8
2935,0.05,0.05
2936,0.49,0.49
2937,0.64,0.64
2938,0.56,0.56
2939,0.5,0.5
2940,0.89,0.89
2941,0.79,0.79
2942,0.54,0.54
2943,0.82,0.82
2944,0.9,0.9
2945,0.43,0.43
2946,0.91,0.91
2947,1.0,1.0
2948,0.27,0.27
2949,0.66,0.66
2950,0.68,0.68
2951,0.67,0.67
2952,0.17,0.17
2953,0.94,0.94
2954,0.81,0.81
2955,0.59,0.59
2956,0.39,0.39
2957,0.88,0.88
2958,0.23,0.23
2959,0.34,0.34
2960,0.62,0.62
2961,0.34,0.34
2962,0.4,0.4
2963,0.27,0.27
2964,0.23,0.23
2965,0.74,0.74
2966,0.51,0.51
2967,0.86,0.86
2968,0.32,0.32
2969,0.71,0.71
2970,0.88,0.88
2971,0.59,0.59
2972,0.1,0.1
2973,0.99,0.99
2974,0.65,0.65
2975,0.29,0.29
2976,0.9,0.9
2977,0.28,0.28
2978,0.82,0.82
2979,0.87,0.87
2980,0.79,0.79
2981,0.13,0.13
2982,0.73,0.73
2983,0.9,0.9
2984,0.76,0.76
2985,0.82,0.82
2986,0.02,0.02
2987,0.95,0.95
2988,0.9,0.9
2989,0.7,0.7
2990,0.19,0.19
2991,0.32,0.32
2992,0.11,0.11
2993,0.2,0.2
2994,0.84,0.84
2995,0.11,0.11
2996,0.01,0.01
2997,0.55,0.55
2998,0.9,0.9
2999,0.73,0.73
3000,0.13,0.13
3001,0.74,0.74
3002,0.88,0.88
3003,0.83,0.83
3004,0.02,0.02
3005,0.64,0.64
3006,0.09,0.09
3007,0.46,0.46
3008,0.47,0.47
3009,0.29,0.29
3010,0.95,0.95
3011,0.15,0.15
3012,0.78,0.78
3013,0.81,0.81
3014,0.63,0.63
3015,0.04,0.04
3016,0.72,0.72
3017,0.81,0.81
3018,0.42,0.42
3019,0.61,0.61
3020,0.9,0.9
3021,0.31,0.31
3022,0.9,0.9
3023,0.88,0.88
3024,0.11,0.11
3025,0.28,0.28
3026,0.42,0.42
3027,0.84,0.84
3028,0.04,0.04
3029,0.32,0.32
3030,0.95,0.95
3031,0.16,0.16
3032,0.59,0.59
3033,0.65,0.65
3034,0.67,0.67
3035,0.74,0.74
3036,0.27,0.27
3037,0.65,0.65
3038,0.72,0.72
3039,0.86,0.86
3040,0.0,0.0
3041,0.26,0.26
3042,0.59,0.59
3043,0.7,0.7
3044,0.79,0.79
3045,0.27,0.27
3046,0.22,0.22
3047,0.65,0.65
3048,0.93,0.93
3049,0.75,0.75
3050,0.67,0.67
3051,0.04,0.04
3052,0.48,0.48
3053,0.97,0.97
3054,0.75,0.75
3055,0.04,0.04
3056,0.14,0.14
3057,0.83,0.83
3058,0.32,0.32
3059,0.86,0.86
3060,0.87,0.87
3061,0.57,0.57
3062,0.04,0.04
3063,0.8,0.8
3064,0.29,0.29
3065,0.17,0.17
3066,0.83,0.83
3067,0.21,0.21
3068,0.89,0.89
3069,0.74,0.74
3070,0.1,0.1
3071,0.12,0.12
3072,0.57,0.57
3073,0.03,0.03
3074,0.06,0.06
3075,0.14,0.14
3076,0.25,0.25
3077,0.95,0.95
3078,0.03,0.03
3079,0.11,0.11
3080,0.54,0.54
3081,0.14,0.14
3082,0.51,0.51
3083,0.21,0.21
3084,0.58,0.58
3085,0.67,0.67
3086,0.29,0.29
3087,0.14,0.14
3088,0.74,0.74
3089,0.89,0.89
3090,0.99,0.99
3091,0.25,0.25
3092,0.47,0.47
3093,0.4,0.4
3094,0.11,0.11
3095,0.34,0.34
3096,0.14,0.14
3097,1.0,1.0
3098,0.93,0.93
3099,0.09,0.09
3100,0.73,0.73
3101,0.0,0.0
3102,0.03,0.03
3103,0.07,0.07
3104,0.56,0.56
3105,0.77,0.77
3106,0.24,0.24
3107,0.73,0.73
3108,0.27,0.27
3109,0.25,0.25
3110,0.71,0.71
3111,0.48,0.48
3112,0.82,0.82
3113,0.1,0.1
3114,0.48,0.48
3115,0.32,0.32
3116,0.01,0.01
3117,0.09,0.09
3118,0.13,0.13
3119,0.65,0.65
3120,0.15,0.15
3121,0.66,0.66
3122,0.18,0.18
3123,0.14,0.14
3124,0.49,0.49
3125,0.44,0.44
3126,0.51,0.51
3127,0.46,0.46
3128,0.36,0.36
3129,0.23,0.23
3130,0.36,0.36
3131,0.68,0.68
3132,0.06,0.06
3133,0.03,0.03
3134,0.07,0.07
3135,0.47,0.47
3136,0.29,0.29
3137,0.94,0.94
3138,0.74,0.74
3139,0.49,0.49
3140,1.0,1.0
3141,0.18,0.18
3142,0.22,0.22
3143,0.59,0.59
3144,0.78,0.78
3145,0.55,0.55
3146,0.3,0.3
3147,0.83,0.83
3148,0.9,0.9
3149,0.04,0.04
3150,0.6,0.6
3151,0.76,0.76
3152,0.12,0.12
3153,0.24,0.24
3154,0.88,0.88
3155,0.58,0.58
3156,0.23,0.23
3157,0.56,0.56
3158,0.68,0.68
3159,0.86,0.86
3160,0.8,0.8
3161,0.32,0.32
3162,0.84,0.84
3163,0.33,0.33
3164,0.37,0.37
3165,0.8,0.8
3166,0.38,0.38
3167,0.5,0.5
3168,0.47,0.47
3169,0.58,0.58
3170,0.33,0.33
3171,0.92,0.92
3172,0.96,0.96
3173,0.48,0.48
3174,0.61,0.61
3175,0.29,0.29
3176,0.04,0.04
3177,0.23,0.23
3178,0.14,0.14
3179,0.52,0.52
3180,0.39,0.39
3181,0.15,0.15
3182,0.55,0.55
3183,0.93,0.93
3184,0.56,0.56
3185,0.65,0.65
3186,0.35,0.35
3187,0.56,0.56
3188,0.07,0.07
3189,0.3,0.3
3190,0.27,0.27
3191,0.46,0.46
3192,0.98,0.98
3193,0.87,0.87
3194,0.97,0.97
3195,0.75,0.75
3196,0.66,0.66
3197,0.57,0.57
3198,0.21,0.21
3199,0.99,0.99
3200,0.82,0.82
3201,0.57,0.57
3202,0.26,0.26
3203,0.44,0.44
3204,0.61,0.61
3205,0.78,0.78
3206,0.38,0.38
3207,0.28,0.28
3208,0.33,0.33
3209,0.41,0.41
3210,0.61,0.61
3211,0.03,0.03
3212,0.76,0.76
3213,0.41,0.41
3214,0.82,0.82
3215,0.67,0.67
3216,0.5,0.5
3217,0.15,0.15
3218,0.63,0.63
3219,0.76,0.76
3220,0.84,0.84
3221,0.44,0.44
3222,1.0,1.0
3223,0.28,0.28
3224,0.48,0.48
3225,1.0,1.0
3226,0.57,0.57
3227,0.06,0.06
3228,0.77,0.77
3229,0.6,0.6
3230,0.67,0.67
3231,0.81,0.81
3232,0.28,0.28
3233,0.88,0.88
3234,0.42,0.42
3235,0.53,0.53
3236,0.07,0.07
3237,0.81,0.81
3238,0.19,0.19
3239,0.69,0.69
3240,0.86,0.86
3241,0.7,0.7
3242,0.64,0.64
3243,0.97,0.97
3244,0.56,0.56
3245,0.68,0.68
3246,0.1,0.1
3247,0.85,0.85
3248,0.24,0.24
3249,0.66,0.66
3250,0.16,0.16
3251,0.95,0.95
3252,0.94,0.94
3253,0.72,0.72
3254,0.03,0.03
3255,0.91,0.91
3256,0.83,0.83
3257,0.6,0.6
3258,0.14,0.14
3259,0.96,0.96
3260,0.58,0.58
3261,0.81,0.81
3262,0.4,0.4
3263,0.77,0.77
3264,0.72,0.72
3265,0.34,0.34
3266,0.32,0.32
3267,0.17,0.17
3268,0.99,0.99
3269,0.65,0.65
3270,0.96,0.96
3271,0.11,0.11
3272,0.0,0.0
3273,0.64,0.64
3274,0.15,0.15
3275,0.05,0.05
3276,0.27,0.27
3277,0.78,0.78
3278,0.01,0.01
3279,0.04,0.04
3280,0.18,0.18
3281,0.02,0.02
3282,0.9,0.9
3283,0.17,0.17
3284,0.64,0.64
3285,0.6,0.6
3286,0.28,0.28
3287,0.01,0.01
3288,0.58,0.58
3289,0.21,0.21
3290,0.06,0.06
3291,0.99,0.99
3292,0.83,0.83
3293,0.32,0.32
3294,0.57,0.57
3295,0.63,0.63
3296,0.37,0.37
3297,0.88,0.88
3298,0.75,0.75
3299,0.74,0.74
3300,0.31,0.31
3301,0.71,0.71
3302,0.93,0.93
3303,0.94,0.94
3304,0.03,0.03
3305,0.87,0.87
3306,0.61,0.61
3307,0.67,0.67
3308,0.19,0.19
3309,0.14,0.14
3310,0.63,0.63
3311,0.82,0.82
3312,0.56,0.56
3313,0.41,0.41
3314,0.07,0.07
3315,0.97,0.97
3316,0.65,0.65
3317,0.05,0.05
3318,0.68,0.68
3319,0.48,0.48
3320,0.13,0.13
3321,0.65,0.65
3322,0.49,0.49
3323,0.21,0.21
3324,0.62,0.62
3325,0.84,0.84
3326,0.23,0.23
3327,0.23,0.23
3328,0.85,0.85
3329,0.04,0.04
3330,0.55,0.55
3331,0.32,0.32
3332,0.38,0.38
3333,0.17,0.17
3334,0.08,0.08
3335,0.26,0.26
3336,0.34,0.34
3337,0.41,0.41
3338,0.41,0.41
3339,0.96,0.96
3340,0.61,0.61
3341,0.41,0.41
3342,0.73,0.73
3343,0.31,0.31
3344,0.55,0.55
3345,0.83,0.83
3346,0.06,0.06
3347,0.04,0.04
3348,0.25,0.25
3349,0.28,0.28
3350,0.48,0.48
3351,0.77,0.77
3352,0.47,0.47
3353,0.06,0.06
3354,0.13,0.13
3355,0.95,0.95
3356,0.84,0.84
3357,0.4,0.4
3358,0.51,0.51
3359,0.08,0.08
3360,0.62,0.62
3361,0.37,0.37
3362,0.65,0.65
3363,0.06,0.06
3364,0.03,0.03
3365,0.4,0.4
3366,0.23,0.23
3367,0.06,0.06
3368,0.67,0.67
3369,0.93,0.93
3370,0.37,0.37
3371,0.12,0.12
3372,0.41,0.41
3373,0.81,0.81
3374,0.37,0.37
3375,0.52,0.52
3376,0.01,0.01
3377,0.7,0.7
3378,0.38,0.38
3379,0.81,0.81
3380,0.0,0.0
3381,0.3,0.3
3382,0.91,0.91
3383,0.66,0.66
3384,0.55,0.55
3385,0.93,0.93
3386,0.95,0.95
3387,0.49,0.49
3388,0.5,0.5
3389,0.66,0.66
3390,1.0,1.0
3391,0.2,0.2
3392,0.53,0.53
3393,0.25,0.25
3394,0.62,0.62
3395,0.94,0.94
3396,0.63,0.63
3397,0.82,0.82
3398,0.38,0.38
3399,0.91,0.91
3400,0.98,0.98
3401,0.3,0.3
3402,0.08,0.08
3403,0.03,0.03
3404,0.45,0.45
3405,0.78,0.78
3406,0.72,0.72
3407,0.9,0.9
3408,0.03,0.03
3409,0.8,0.8
3410,0.07,0.07
3411,0.72,0.72
3412,0.23,0.23
3413,0.85,0.85
3414,0.74,0.74
3415,0.86,0.86
3416,0.14,0.14
3417,0.48,0.48
3418,0.26,0.26
3419,0.05,0.05
3420,0.28,0.28
3421,1.0,1.0
3422,0.58,0.58
3423,0.1,0.1
3424,0.37,0.37
3425,0.1,0.1
3426,0.61,0.61
3427,0.22,0.22
3428,0.17,0.17
3429,0.59,0.59
3430,0.56,0.56
3431,0.43,0.43
3432,0.38,0.38
3433,0.7,0.7
3434,0.29,0.29
3435,0.02,0.02
3436,0.52,0.52
3437,0.51,0.51
3438,0.37,0.37
3439,0.97,0.97
3440,0.06,0.06
3441,0.9,0.9
3442,0.32,0.32
3443,0.68,0.68
3444,0.23,0.23
3445,0.91,0.91
3446,0.2,0.2
3447,0.72,0.72
3448,0.04,0.04
3449,0.77,0.77
3450,0.34,0.34
3451,0.22,0.22
3452,0.47,0.47
3453,0.04,0.04
3454,0.72,0.72
3455,0.09,0.09
3456,0.41,0.41
3457,0.8,0.8
3458,0.25,0.25
3459,0.47,0.47
3460,0.13,0.13
3461,0.28,0.28
3462,0.11,0.11
3463,0.73,0.73
3464,0.82,0.82
3465,0.57,0.57
3466,0.34,0.34
3467,0.5,0.5
3468,0.12,0.12
3469,0.85,0.85
3470,0.47,0.47
3471,0.74,0.74
3472,0.31,0.31
3473,0.63,0.63
3474,0.76,0.76
3475,0.72,0.72
3476,0.64,0.64
3477,0.74,0.74
3478,0.2,0.2
3479,0.22,0.22
3480,0.33,0.33
3481,0.41,0.41
3482,0.97,0.97
3483,0.23,0.23
3484,0.5,0.5
3485,0.46,0.46
3486,0.27,0.27
3487,0.51,0.51
3488,0.41,0.41
3489,0.21,0.21
3490,0.11,0.11
3491,0.32,0.32
3492,0.0,0.0
3493,0.87,0.87
3494,0.56,0.56
3495,0.75,0.75
3496,0.75,0.75
3497,0.84,0.84
3498,0.64,0.64
3499,0.58,0.58
3500,0.68,0.68
3501,0.62,0.62
3502,0.09,0.09
3503,0.31,0.31
3504,0.29,0.29
3505,0.59,0.59
3506,0.31,0.31
3507,0.33,0.33
3508,0.59,0.59
3509,0.57,0.57
3510,0.63,0.63
3511,0.13,0.13
3512,0.5,0.5
3513,0.61,0.61
3514,0.61,0.61
3515,0.99,0.99
3516,0.77,0.77
3517,0.36,0.36
3518,0.99,0.99
3519,0.03,0.03
3520,0.09,0.09
3521,0.19,0.19
3522,0.89,0.89
3523,0.54,0.54
3524,0.37,0.37
3525,0.01,0.01
3526,0.3,0.3
3527,0.66,0.66
3528,0.38,0.38
3529,0.99,0.99
3530,0.63,0.63
3531,0.43,0.43
3532,0.77,0.77
3533,0.96,0.96
3534,0.84,0.84
3535,0.38,0.38
3536,0.78,0.78
3537,0.13,0.13
3538,0.54,0.54
3539,0.18,0.18
3540,0.2,0.2
3541,0.01,0.01
3542,0.51,0.51
3543,0.14,0.14
3544,0.49,0.49
3545,0.37,0.37
3546,0.36,0.36
3547,0.44,0.44
3548,0.53,0.53
3549,0.02,0.02
3550,0.85,0.85
3551,0.18,0.18
3552,0.66,0.66
3553,0.28,0.28
3554,0.46,0.46
3555,0.97,0.97
3556,0.43,0.43
3557,0.91,0.91
3558,0.98,0.98
3559,0.89,0.89
3560,0.69,0.69
3561,0.07,0.07
3562,0.51,0.51
3563,0.31,0.31
3564,0.02,0.02
3565,0.86,0.86
3566,0.38,0.38
3567,0.76,0.76
3568,0.8,0.8
3569,0.56,0.56
3570,0.79,0.79
3571,0.6,0.6
3572,0.41,0.41
3573,0.69,0.69
3574,0.52,0.52
3575,0.91,0.91
3576,0.1,0.1
3577,0.57,0.57
3578,0.15,0.15
3579,0.64,0.64
3580,0.19,0.19
3581,0.11,0.11
3582,0.89,0.89
3583,0.53,0.53
3584,0.69,0.69
3585,0.36,0.36
3586,0.06,0.06
3587,0.5,0.5
3588,0.74,0.74
3589,0.18,0.18
3590,0.22,0.22
3591,0.51,0.51
3592,0.86,0.86
3593,0.84,0.84
3594,0.73,0.73
3595,0.38,0.38
3596,0.87,0.87
3597,0.41,0.41
3598,0.81,0.81
3599,0.14,0.14
3600,0.85,0.85
3601,0.65,0.65
3602,0.02,0.02
3603,0.66,0.66
3604,0.23,0.23
3605,0.96,0.96
3606,0.85,0.85
3607,0.92,0.92
3608,0.04,0.04
3609,0.69,0.69
3610,0.35,0.35
3611,0.92,0.92
3612,0.42,0.42
3613,0.37,0.37
3614,0.61,0.61
3615,0.84,0.84
3616,0.41,0.41
3617,0.38,0.38
3618,0.57,0.57
3619,0.54,0.54
3620,0.34,0.34
3621,0.06,0.06
3622,0.17,0.17
3623,0.08,0.08
3624,0.62,0.62
3625,0.1,0.1
3626,0.99,0.99
3627,0.02,0.02
3628,0.08,0.08
3629,0.77,0.77
3630,0.69,0.69
3631,0.62,0.62
3632,0.23,0.23
3633,0.16,0.16
3634,0.23,0.23
3635,0.75,0.75
3636,0.82,0.82
3637,0.19,0.19
3638,0.38,0.38
3639,0.01,0.01
3640,0.07,0.07
3641,0.25,0.25
3642,0.91,0.91
3643,0.89,0.89
3644,0.58,0.58
3645,0.73,0.73
3646,0.17,0.17
3647,0.82,0.82
3648,0.27,0.27
3649,0.9,0.9
3650,0.17,0.17
3651,0.3,0.3
3652,0.23,0.23
3653,0.82,0.82
3654,0.32,0.32
3655,0.68,0.68
3656,0.68,0.68
3657,0.61,0.61
3658,0.11,0.11
3659,0.74,0.74
3660,0.63,0.63
3661,0.06,0.06
3662,0.94,0.94
3663,0.74,0.74
3664,0.85,0.85
3665,0.73,0.73
3666,0.7,0.7
3667,0.88,0.88
3668,0.04,0.04
3669,0.72,0.72
3670,0.21,0.21
3671,0.27,0.27
3672,0.66,0.66
3673,0.44,0.44
3674,0.87,0.87
3675,0.03,0.03
3676,0.9,0.9
3677,0.42,0.42
3678,0.93,0.93
3679,0.97,0.97
3680,0.55,0.55
3681,0.82,0.82
3682,0.66,0.66
3683,0.72,0.72
3684,0.15,0.15
3685,0.92,0.92
3686,0.84,0.84
3687,0.65,0.65
3688,0.09,0.09
3689,0.23,0.23
3690,0.58,0.58
3691,0.05,0.05
3692,0.84,0.84
3693,0.18,0.18
3694,0.15,0.15
3695,0.62,0.62
3696,0.48,0.48
3697,0.16,0.16
3698,0.42,0.42
3699,0.7,0.7
3700,0.38,0.38
3701,0.95,0.95
3702,0.63,0.63
3703,0.47,0.47
3704,0.43,0.43
3705,0.99,0.99
3706,0.9,0.9
3707,0.98,0.98
3708,0.64,0.64
3709,0.82,0.82
3710,0.24,0.24
3711,0.12,0.12
3712,0.39,0.39
3713,0.09,0.09
3714,0.79,0.79
3715,0.43,0.43
3716,0.42,0.42
3717,0.2,0.2
3718,0.86,0.86
3719,0.42,0.42
3720,0.7,0.7
3721,0.37,0.37
3722,0.47,0.47
3723,0.13,0.13
3724,0.01,0.01
3725,0.99,0.99
3726,0.93,0.93
3727,0.63,0.63
3728,0.87,0.87
3729,0.05,0.05
3730,0.74,0.74
3731,0.92,0.92
3732,0.8,0.8
3733,0.14,0.14
3734,0.17,0.17
3735,0.83,0.83
3736,0.82,0.82
3737,0.71,0.71
3738,0.46,0.46
3739,0.11,0.11
3740,0.57,0.57
3741,0.52,0.52
3742,0.48,0.48
3743,0.01,0.01
3744,0.3,0.3
3745,0.13,0.13
3746,0.47,0.47
3747,0.83,0.83
3748,0.22,0.22
3749,0.95,0.95
3750,0.51,0.51
3751,0.72,0.72
3752,0.96,0.96
3753,0.84,0.84
3754,0.06,0.06
3755,0.85,0.85
3756,0.2,0.2
3757,0.04,0.04
3758,0.02,0.02
3759,0.68,0.68
3760,0.8,0.8
3761,0.4,0.4
3762,0.96,0.96
3763,0.0,0.0
3764,0.32,0.32
3765,0.26,0.26
3766,0.12,0.12
3767,0.23,0.23
3768,0.65,0.65
3769,0.86,0.86
3770,0.92,0.92
3771,0.56,0.56
3772,0.51,0.51
3773,0.47,0.47
3774,0.69,0.69
3775,0.32,0.32
3776,0.42,0.42
3777,0.38,0.38
3778,0.29,0.29
3779,0.79,0.79
3780,0.75,0.75
3781,0.8,0.8
3782,0.57,0.57
3783,0.4,0.4
3784,0.17,0.17
3785,0.68,0.68
3786,0.91,0.91
3787,0.32,0.32
3788,0.3,0.3
3789,0.68,0.68
3790,0.71,0.71
3791,0.96,0.96
3792,0.86,0.86
3793,0.42,0.42
3794,0.11,0.11
3795,0.6,0.6
3796,0.16,0.16
3797,0.13,0.13
3798,0.72,0.72
3799,0.93,0.93
3800,0.07,0.07
3801,0.12,0.12
3802,0.63,0.63
3803,0.2,0.2
3804,0.55,0.55
3805,0.4,0.4
3806,0.27,0.27
3807,0.95,0.95
3808,0.32,0.32
3809,0.62,0.62
3810,0.72,0.72
3811,0.49,0.49
3812,0.85,0.85
3813,0.88,0.88
3814,0.56,0.56
3815,0.13,0.13
3816,0.28,0.28
3817,0.44,0.44
3818,0.81,0.81
3819,0.92,0.92
3820,0.43,0.43
3821,0.14,0.14
3822,0.73,0.73
3823,0.64,0.64
3824,0.18,0.18
3825,0.12,0.12
3826,0.9,0.9
3827,0.8,0.8
3828,0.93,0.93
3829,0.03,0.03
3830,0.67,0.67
3831,0.93,0.93
3832,0.8,0.8
3833,0.72,0.72
3834,0.27,0.27
3835,0.34,0.34
3836,0.99,0.99
3837,0.49,0.49
3838,0.65,0.65
3839,0.04,0.04
3840,0.83,0.83
3841,0.02,0.02
3842,0.31,0.31
3843,0.4,0.4
3844,0.11,0.11
3845,0.19,0.19
3846,0.49,0.49
3847,0.86,0.86
3848,0.61,0.61
3849,0.78,0.78
3850,0.59,0.59
3851,0.64,0.64
3852,0.33,0.33
3853,0.38,0.38
3854,0.99,0.99
3855,0.88,0.88
3856,0.82,0.82
3857,0.11,0.11
3858,0.83,0.83
3859,0.84,0.84
3860,0.77,0.77
3861,0.82,0.82
3862,0.95,0.95
3863,0.56,0.56
3864,0.29,0.29
3865,0.35,0.35
3866,0.93,0.93
3867,0.47,0.47
3868,0.74,0.74
3869,0.43,0.43
3870,0.3,0.3
3871,0.66,0.66
3872,0.12,0.12
3873,0.72,0.72
3874,0.64,0.64
3875,0.56,0.56
3876,0.95,0.95
3877,0.76,0.76
3878,0.48,0.48
3879,0.27,0.27
3880,0.9,0.9
3881,0.38,0.38
3882,0.15,0.15
3883,0.93,0.93
3884,0.49,0.49
3885,0.39,0.39
3886,0.26,0.26
3887,0.46,0.46
3888,0.59,0.59
3889,0.45,0.45
3890,0.09,0.09
3891,0.88,0.88
3892,0.95,0.95
3893,0.72,0.72
3894,0.49,0.49
3895,0.16,0.16
3896,0.9,0.9
3897,0.84,0.84
3898,0.3,0.3
3899,0.63,0.63
3900,0.23,0.23
3901,0.23,0.23
3902,0.73,0.73
